zcta,under_100_FPL,less_12_education,non_employment,renting,crowded,single_parent_family,no_vehicle_households
28749,0,0,0,0,0,0,0
28751,0.079161529,0.069030436,0.4,0.138488171,0.012694749,0.088832487,0.012117715
28752,0.154855464,0.14457664,0.374354426,0.283392459,0.02574045,0.1456,0.066001155
28753,0.112173294,0.132256298,0.342367808,0.19441675,0.036141575,0.076687117,0.039132602
28754,0.148006308,0.100746815,0.343930636,0.249369571,0.022695433,0.078405607,0.055197534
28756,0.108152686,0.101735284,0.366191446,0.200501253,0.040100251,0.147403685,0.01754386
28757,0,0,0.380090498,1,0,0,0
28759,0.031408038,0.062427968,0.224170173,0.145410794,0,0.096432015,0.01375043
28761,0.128056974,0.12971078,0.330412481,0.185872396,0.008138021,0.062797336,0.060221354
28762,0.145288754,0.118821115,0.361055777,0.294889038,0.033960995,0.10021097,0.061197041
28763,0.144977169,0.085714286,0.331740614,0.237965486,0,0.134920635,0.029972752
28766,0.114955357,0.044797688,0.282809612,0.179669031,0,0.164133739,0
28768,0.135151244,0.042512447,0.30665494,0.147016012,0.018922853,0.055702918,0.029839884
28771,0.110948126,0.158246121,0.396547957,0.199014778,0.009852217,0.090909091,0.067323481
28772,0.140018921,0.080301129,0.211126961,0.362549801,0.059760956,0.333333333,0.021912351
28773,0.16082691,0.056223176,0.281553398,0.143222506,0.006820119,0.107223476,0.019607843
28774,0.091836735,0.074766355,0.2192,0.166419019,0.017830609,0,0
28775,0.3113879,0.174934726,0.337209302,0.28708134,0,0,0.071770335
28777,0.148191502,0.13241153,0.500749421,0.211196604,0.030512072,0.074137196,0.078800743
28778,0.132479414,0.146112286,0.361444246,0.201305483,0.021409922,0.096012389,0.025848564
28779,0.163456735,0.070415094,0.288032454,0.350012174,0.022522523,0.130852106,0.047966886
28781,0.04595186,0.104142012,0.402777778,0.196463654,0.027504912,0,0.015717092
28782,0.118362832,0.04885935,0.295695755,0.228816249,0.010790225,0.020218579,0.047603935
28783,0.226099093,0.201086957,0.362924282,0.39835729,0.119096509,0.031700288,0.098562628
28785,0.099032018,0.103164353,0.3647343,0.178263547,0.01385468,0.112399643,0.026785714
28786,0.145542725,0.094361265,0.308478278,0.282769391,0.00853722,0.123214879,0.048412285
28787,0.113114897,0.068977292,0.314641525,0.237701202,0.022557243,0.085443038,0.039333484
28788,0.02484472,0.02,0.337662338,0.301587302,0,0.325581395,0.031746032
28789,0.254548435,0.216156725,0.438266771,0.38530676,0.048065651,0.132051282,0.064087534
28790,0.039309113,0.047829582,0.354924579,0.090497738,0.015837104,0.023,0.009049774
28791,0.082816827,0.063607836,0.235649879,0.208050656,0.004824363,0.051142792,0.015829941
28792,0.164163881,0.121309371,0.239603585,0.387121454,0.017532675,0.139511305,0.063500159
28801,0.228918514,0.080931774,0.301041338,0.638472463,0.022250276,0.146228598,0.205302193
28803,0.113176519,0.058299718,0.262715016,0.467275604,0.015175489,0.132190265,0.063650748
28804,0.105256248,0.070959264,0.325267955,0.308320627,0.005227619,0.090336513,0.021999564
28805,0.121851497,0.036618098,0.247738571,0.365551568,0.018289154,0.107815443,0.061696956
28806,0.122694503,0.090403689,0.243269701,0.426416439,0.02381518,0.140495868,0.047927307
28901,0.194916804,0.113318617,0.289212442,0.243210863,0.004392971,0.110294118,0.013178914
28902,0.115942029,0.059084195,0.324427481,0.128686327,0,0.031390135,0
28904,0.130940643,0.121204356,0.338080169,0.206521739,0.015398551,0.032887604,0.078804348
28905,0.31695768,0.120541205,0.386444107,0.19886823,0.004042037,0.109356015,0.064672595
28906,0.136262485,0.078576913,0.365568246,0.173678896,0.009985415,0.060450275,0.04869292
28909,0.167123288,0.031609195,0.424870466,0.086956522,0,0,0.053140097
29001,0.286731968,0.168630339,0.422852377,0.305475504,0,0.220560748,0.053314121
29003,0.252116305,0.255791736,0.369062119,0.241758242,0.005494505,0.167981073,0.157967033
29006,0.120881519,0.180209895,0.314169468,0.210854817,0.02550882,0.08495509,0.030664858
29009,0.12494442,0.165847666,0.375,0.167770419,0.017660044,0.08477237,0.054083885
29010,0.285634066,0.206879903,0.50794276,0.322440585,0.061471664,0.237939493,0.123857404
29014,0.121725732,0.075709779,0.326403326,0.079365079,0,0,0.045855379
29015,0.096268657,0.238454288,0.286413709,0.135036496,0.00729927,0.04375,0.063868613
29016,0.061105956,0.06514864,0.287013885,0.171036093,0.018136111,0.069282344,0.011312623
29018,0.156296517,0.114861903,0.414454277,0.237717908,0.01822504,0.096501809,0.091917591
29020,0.169377067,0.113761583,0.353776936,0.236229845,0.006601017,0.10325722,0.050211016
29030,0.098105877,0.089235127,0.225187656,0.094488189,0,0.134038801,0.045931759
29031,0.068133047,0.188253012,0.215262779,0.264525994,0.001529052,0.219123506,0.05351682
29032,0.152938902,0.139541234,0.352112676,0.184111648,0.016639828,0.078651685,0.040794418
29033,0.167028704,0.054158822,0.269368296,0.409083716,0.015667036,0.200567644,0.04984966
29036,0.037636727,0.030928399,0.253535152,0.07696982,0.00050638,0.083300538,0.02066032
29037,0.151925078,0.073243647,0.396484375,0.119402985,0.029850746,0.050909091,0.041791045
29038,0.177629134,0.115384615,0.361875,0.304541407,0,0.146381579,0.029385574
29039,0.167429693,0.067487267,0.133466135,0.24691358,0.008230453,0.128571429,0.017146776
29040,0.158973809,0.07328816,0.367761534,0.279857398,0.027035056,0.246187364,0.066547831
29042,0.207215992,0.244950422,0.508623393,0.359613837,0.013676589,0.230670103,0.213193886
29044,0.17985258,0.152188112,0.297996661,0.179460581,0.009854772,0.207635009,0.085062241
29045,0.106448139,0.071575062,0.296438049,0.175934366,0.015496809,0.160522461,0.018778487
29046,0,0,0.3125,0,0,0,0.6875
29047,0.310601719,0.176535899,0.460609244,0.187303583,0.003771213,0.172557173,0.147705845
29048,0.323357053,0.190656225,0.428296809,0.224034802,0.081566069,0.134865135,0.082109842
29051,0.055882353,0.198697068,0.297029703,0.072992701,0,0.072072072,0
29052,0.213206733,0.116091954,0.559859155,0.061760841,0.035479632,0.068965517,0.159001314
29053,0.228628914,0.202806028,0.324683301,0.290006365,0.036028008,0.207463514,0.032336092
29054,0.075872372,0.067482874,0.251288431,0.089893617,0.01143617,0.079028395,0.016223404
29055,0.277507053,0.177279305,0.438687392,0.135818067,0.033480733,0.142272262,0.036007581
29056,0.225409836,0.132389163,0.453966006,0.276666667,0.026666667,0.109797297,0.071111111
29058,0.136461704,0.109846329,0.30125401,0.260915868,0.058040469,0.069257951,0.060170394
29059,0.240966147,0.157420854,0.434859155,0.249621021,0.02475998,0.137844612,0.106619505
29061,0.111587983,0.11923826,0.299308611,0.27530532,0.013247775,0.159155373,0.060649969
29063,0.068565374,0.038436802,0.23252406,0.187371408,0.00893934,0.107427928,0.021638879
29065,0.141577061,0.018518519,0.170792079,0.144694534,0,0.297029703,0.032154341
29067,0.150379852,0.199103017,0.438920885,0.251197445,0.02102182,0.155016447,0.078233103
29069,0.229040234,0.139092728,0.374864962,0.227678571,0.011160714,0.175993512,0.07421875
29070,0.182469136,0.151743119,0.35471437,0.196930533,0.055411955,0.098371479,0.061227787
29072,0.056538706,0.041366041,0.242986479,0.165863841,0.014009313,0.092832584,0.04206808
29073,0.13016904,0.114553378,0.292042658,0.182592142,0.029929671,0.152958153,0.039870975
29074,0.190697674,0.102325581,0.416666667,0.066666667,0,0,0
29075,0.052017339,0.06316688,0.223536737,0.060351413,0.000763942,0.013859275,0.039724981
29078,0.146017418,0.103696193,0.301304259,0.123822342,0.017160162,0.073033708,0.017160162
29080,0.375556316,0.206278027,0.601337449,0.160237389,0.083086053,0.231092437,0.100890208
29081,0.103302286,0.118110236,0.430823117,0.198214286,0.007142857,0.036697248,0.1
29082,0.183098592,0.067375887,0.408071749,0.038674033,0.044198895,0.098360656,0.08839779
29101,0.136838036,0.179427236,0.347911227,0.159043659,0.01039501,0.121076233,0.034303534
29102,0.214925942,0.191600592,0.412709181,0.284602211,0.02568893,0.107879692,0.141834034
29104,0.219262295,0.182270916,0.312941176,0.145383104,0.023575639,0.161038961,0.037328094
29105,0.456594324,0.114613181,0.771889401,0.102150538,0,0.010471204,0.005376344
29107,0.129937246,0.202718007,0.372902424,0.285841496,0.014247551,0.123563218,0.032947462
29108,0.212656325,0.169912745,0.367695129,0.356105433,0.028375471,0.194472876,0.076250672
29111,0.103300733,0.157743786,0.36271809,0.138376384,0.094095941,0.074175824,0.125461255
29112,0.251998897,0.181410974,0.395193591,0.211413748,0.005836576,0.066734075,0.127107652
29113,0.248306998,0.159059474,0.488976378,0.167701863,0.013975155,0.12962963,0.02484472
29114,0.115147361,0.197039778,0.394009217,0.142076503,0,0.090909091,0.02003643
29115,0.332011652,0.199494382,0.462676848,0.503132118,0.020501139,0.249619482,0.112566439
29118,0.179926405,0.094821092,0.358737964,0.351943347,0.019104084,0.241981809,0.04314888
29122,0.066666667,0,0.46875,0.4375,0,0,0
29123,0.209361588,0.166345041,0.289119569,0.202223019,0.048762997,0.1328706,0.018286124
29125,0.160347826,0.15351711,0.450394589,0.236817761,0.001850139,0.185231539,0.10453284
29126,0.034782609,0.074834037,0.217127444,0.08603352,0.003351955,0.057771664,0.040223464
29127,0.111899745,0.122167192,0.235827664,0.209964413,0.013472293,0.154189944,0.032536858
29128,0.247691818,0.213878327,0.519341564,0.232224397,0.014350946,0.151930262,0.09458578
29129,0.274122297,0.11826087,0.344166014,0.179518816,0.008636644,0.087923729,0.0783467
29130,0.078233543,0.130158118,0.340649943,0.18159204,0.02061123,0.03200883,0.036958067
29133,0.155115512,0.256499133,0.446393762,0.245454545,0,0.019607843,0.184848485
29135,0.229260741,0.160627818,0.362894792,0.229228049,0.041249263,0.134761905,0.062168533
29137,0.328479657,0.122110255,0.398501362,0.236868186,0.003964321,0.27852349,0.048562934
29138,0.229882671,0.21346065,0.36818105,0.280325645,0.079782904,0.162093863,0.073541384
29142,0.19178365,0.126842752,0.380057803,0.155871511,0,0.121789561,0.077409163
29145,0.118843683,0.367307692,0.297297297,0.143258427,0,0.201086957,0.115168539
29146,0.274664562,0.275345622,0.420984456,0.267893661,0.006134969,0.181818182,0.120654397
29148,0.159183673,0.198847877,0.481833426,0.248508099,0.033674339,0.063460254,0.093350384
29150,0.175243987,0.110345365,0.360594457,0.417553882,0.017592833,0.151051213,0.104713062
29152,0.137704918,0.095549738,0.388505747,0.978082192,0,0,0.038356164
29153,0.193478261,0.152236854,0.322453753,0.232669192,0.019594928,0.135961768,0.108842417
29154,0.094383912,0.075251009,0.331404275,0.284349807,0.009814231,0.131894169,0.040483701
29160,0.170889721,0.096153846,0.36565159,0.180294906,0.012064343,0.144104803,0.03652815
29161,0.161328697,0.155436447,0.310491563,0.263603109,0.011659808,0.072463768,0.044124371
29162,0.200341006,0.186600719,0.632222691,0.239669421,0.038961039,0.089041096,0.095631641
29163,0.210108303,0.089588378,0.403631285,0.233995585,0.161147903,0.014705882,0.103752759
29164,0.174075613,0.127045522,0.401892225,0.206589958,0.014644351,0.0632,0.110878661
29166,0.234185734,0.292929293,0.366171004,0.209923664,0.019083969,0.04587156,0.076335878
29168,0.34751773,0.147244806,0.402428811,0.397389413,0.038433648,0.287658802,0.069615664
29169,0.150055679,0.099095728,0.225511537,0.467117625,0.012119504,0.180191173,0.100807967
29170,0.118543328,0.096013332,0.25220153,0.181807741,0.015619616,0.121918041,0.048351901
29172,0.112298322,0.094740128,0.286232541,0.215463918,0.032216495,0.18969555,0.032989691
29175,0.077192982,0.073059361,0.257731959,0.214814815,0,0,0
29178,0.137798761,0.187548337,0.333960489,0.183687457,0.005483208,0.096303502,0.095956134
29180,0.254956085,0.161775319,0.380828661,0.298463357,0.043341214,0.206102476,0.077620173
29201,0.477766721,0.053868059,0.418752777,0.721741013,0.056409701,0.112607759,0.117583369
29203,0.302066611,0.160569738,0.354271455,0.525535319,0.030888506,0.325730337,0.147858725
29204,0.203172979,0.101897933,0.385432099,0.384531143,0.00752909,0.201094035,0.152498289
29205,0.195627471,0.035145841,0.272623719,0.470938897,0.0085693,0.174623382,0.075353949
29206,0.077325923,0.023777968,0.277719516,0.358330255,0.003570989,0.112555872,0.030661249
29209,0.194839108,0.06451478,0.312672176,0.422234468,0.025830004,0.190553182,0.056206089
29210,0.19353698,0.093005135,0.365925276,0.640977881,0.023864959,0.288313837,0.077706636
29212,0.079871034,0.050249483,0.247596294,0.313512638,0.006561892,0.156410613,0.052333117
29223,0.174881451,0.101404455,0.288009197,0.44082573,0.01508718,0.258295087,0.069247448
29229,0.093241616,0.04557085,0.288194673,0.303517479,0.016130773,0.221544256,0.020716444
29301,0.205918654,0.138255824,0.298990525,0.405615874,0.025383751,0.225535168,0.057806065
29302,0.119818351,0.069439922,0.288397174,0.279214493,0.008297608,0.144971049,0.027105518
29303,0.231189397,0.227739512,0.370359022,0.50981857,0.03094984,0.210508003,0.067876201
29306,0.338437979,0.16040554,0.427414098,0.529234738,0.03897965,0.315046296,0.152335913
29307,0.162131458,0.125881241,0.298077825,0.329268293,0.006470881,0.141582391,0.06134893
29316,0.094974658,0.061523096,0.234808199,0.183366474,0.016771851,0.107702795,0.035791476
29320,0.17232376,0,0.132352941,0.69375,0.23125,0,0
29321,0.365763547,0.232213439,0.415240199,0.242225859,0.076923077,0.31598063,0.123567921
29322,0.128121398,0.092351895,0.331650363,0.159252435,0.023163991,0.061741613,0.051592524
29323,0.122146576,0.095721609,0.311223437,0.223831124,0.019190509,0.139003645,0.028960223
29324,0,0,1,0,0,1,0
29325,0.186006547,0.161840053,0.371486422,0.331838565,0.019567876,0.101694915,0.051161843
29329,0.245283019,0.089552239,0.166666667,0.125,0,0.705882353,0
29330,0.219832883,0.147381624,0.336407104,0.228315946,0.005961252,0.10936779,0.04828614
29332,0.123504688,0.174659041,0.262979684,0.159432387,0.003338898,0.152644231,0.047579299
29333,0.375,0.414285714,0.681318681,0.656565657,0,0,0.272727273
29334,0.083629261,0.078242965,0.229298802,0.269055375,0.026547231,0.130079553,0.025895765
29335,0.142607937,0.169924478,0.481298701,0.196909272,0.015453639,0.126805778,0.044366899
29340,0.22919708,0.166162707,0.375741199,0.271091257,0.020676452,0.141854856,0.077728143
29341,0.16529258,0.125951097,0.320089397,0.334729677,0.023432386,0.114663257,0.07212986
29346,0.279527559,0.127388535,0.227488152,0.255555556,0,0.136363636,0.055555556
29349,0.11037744,0.141663924,0.282448827,0.119291847,0.034647823,0.063049096,0.031912469
29351,0.145803698,0.174698795,0.322894168,0.315972222,0.059027778,0.027918782,0.027777778
29353,0.145338738,0.189797449,0.275609756,0.2043222,0.004584152,0.121442125,0.049770792
29355,0.109183673,0.164122137,0.308823529,0.115273775,0.069164265,0.035087719,0
29356,0.169558807,0.094872538,0.347244094,0.190149784,0.017771008,0.080064051,0.057374968
29360,0.182661955,0.185402411,0.350968933,0.333538159,0.030109377,0.158186038,0.093277621
29364,0.275675676,0.163771712,0.615819209,0.19330855,0.033457249,0.153488372,0.078066914
29365,0.091860699,0.094001696,0.280158643,0.122532734,0.011139339,0.082201925,0.010943912
29368,0,0,0.049107143,0.490196078,0,0,0
29369,0.06574811,0.063687676,0.250870298,0.111716172,0.003630363,0.177633165,0.015511551
29370,0.033898305,0.043737575,0.162561576,0.204633205,0,0.09352518,0
29372,0.123496391,0.163035312,0.284881299,0.180825243,0.020024272,0.096096096,0.026092233
29373,0,0.217391304,0.270833333,0.206896552,0,0,0
29374,0.180494412,0.057792515,0.34059633,0.091819699,0.070116861,0.077858881,0.061769616
29375,0.162162162,0.155339806,0.421052632,0.42,0,0,0
29376,0.070491061,0.070437731,0.204350587,0.152912621,0.041565534,0.135157207,0.019417476
29377,0.026666667,0.551578947,0.493638677,0.932038835,0,0,0
29379,0.207845674,0.168593602,0.403825921,0.354984504,0.018078512,0.178897091,0.09491219
29384,0.226888537,0.19827883,0.35537882,0.168862275,0.033532934,0.085606773,0.04011976
29385,0.109628697,0.15874248,0.28195911,0.299553418,0.052902783,0.20399221,0.053589832
29388,0.078465891,0.120150724,0.221029248,0.207593764,0.00833462,0.084259259,0.025929927
29401,0.202452387,0.028761062,0.354609929,0.43318649,0.001223691,0.053502482,0.081987274
29403,0.273971361,0.068672735,0.288324689,0.630536479,0.007066786,0.216901408,0.19737235
29404,0.055264689,0.037336024,0.267981439,1,0.014109347,0.091314031,0
29405,0.181323915,0.168751877,0.339550192,0.539364084,0.019793999,0.17881528,0.1380206
29406,0.269202328,0.16539028,0.28438434,0.574400255,0.056427831,0.262080262,0.080019128
29407,0.120616484,0.06412561,0.181963391,0.432154187,0.004429281,0.108174771,0.073801401
29409,0.245762712,0,0.905431809,0.846153846,0,0,0
29410,0.129835461,0.06972245,0.222116452,0.320652174,0.020380435,0.146840522,0.043070652
29412,0.071330931,0.036425707,0.191367352,0.278608447,0.002084947,0.080659319,0.038065169
29414,0.086800885,0.03072651,0.195451505,0.385438305,0.01698172,0.097600724,0.033392189
29418,0.126253172,0.120586759,0.261874276,0.433764988,0.020335731,0.176005384,0.037122302
29420,0.13160346,0.116774364,0.249360941,0.378786134,0.072440401,0.161490683,0.019117816
29424,0,0,0.685230024,1,0,0,0
29426,0.326901249,0.046177139,0.33418151,0.157894737,0,0.140127389,0.07830552
29429,0.065722505,0.072493423,0.256176853,0.067512983,0,0.040756914,0.046739758
29431,0.133229285,0.189303011,0.358113509,0.222942073,0.003810976,0.138495093,0.038109756
29432,0.174335163,0.148044693,0.378586424,0.356445313,0.012695313,0.055267703,0.046875
29434,0.232441472,0.437209302,0.470404984,0.175438596,0,0,0
29435,0.161414645,0.199788584,0.357202331,0.098420413,0.060145808,0.063291139,0.006682868
29436,0.197645291,0.126602564,0.404828974,0.124157303,0,0.076329331,0.052247191
29437,0.074634656,0.193328795,0.269058296,0.07938258,0.01323043,0.105392157,0.023153252
29438,0.077062886,0.059012445,0.366237482,0.138784696,0.004501125,0,0.056264066
29439,0.162573099,0.04136253,0.32967033,0.238615665,0,0,0.016393443
29440,0.17087205,0.121804751,0.378556084,0.19204444,0.008828489,0.142262417,0.07925801
29445,0.086525314,0.10204933,0.264969513,0.30018935,0.013947259,0.153905497,0.031773888
29446,0.173120729,0.233576642,0.469879518,0.29245283,0.096698113,0.145510836,0.125
29448,0.172992409,0.147410359,0.319362456,0.235756385,0.004911591,0.131195335,0.004911591
29449,0.084839689,0.094610986,0.297284965,0.113055653,0.006650333,0.048086867,0.067903395
29450,0.198006645,0.1780948,0.330168776,0.066825776,0.007159905,0.110382514,0.046141607
29451,0.021305842,0.00254741,0.294657763,0.098778004,0.002545825,0.013828239,0.013238289
29452,0.146341463,0.255,0.272108844,0.296610169,0,0,0
29453,0.103948429,0.107351225,0.399002494,0.34929078,0,0.342657343,0
29455,0.081002816,0.059118138,0.232598385,0.133519151,0.015374933,0.030341826,0.016633699
29456,0.099177242,0.109835995,0.249988686,0.353762268,0.016939295,0.173523328,0.034751
29458,0.37646548,0.181818182,0.493468795,0.13646789,0,0.031558185,0.121559633
29461,0.090627848,0.086962645,0.29157578,0.175768138,0.010263362,0.123327046,0.021688613
29464,0.075235418,0.033821328,0.213895585,0.347704082,0.003656463,0.073817229,0.042346939
29466,0.042737424,0.035806816,0.260143841,0.168502271,0.002177836,0.072825736,0.019476075
29468,0.08716392,0.189781022,0.489612188,0.363825364,0.047817048,0,0.115384615
29469,0.175,0.04745167,0.383098592,0,0,0,0
29470,0.100392597,0.061219739,0.166714327,0.159793814,0.009278351,0.136428571,0.051030928
29471,0.426245211,0.198243413,0.448844884,0.33877551,0.004081633,0,0
29472,0.114232619,0.211478478,0.503847211,0.151524484,0.01355097,0.062928082,0.043732676
29474,0.170813719,0.155737705,0.405,0.328484848,0,0.204347826,0.139393939
29475,0.154905336,0.085484796,0.363358779,0.147749511,0.023483366,0.116584565,0.006849315
29477,0.273050655,0.184484039,0.362274748,0.241861979,0.030598958,0.109057301,0.042643229
29479,0.271332394,0.167048579,0.387777177,0.286283892,0.025917065,0.22084507,0.076555024
29481,0.134905043,0.051526718,0.449874687,0.21024735,0,0.185410334,0.035335689
29482,0.101084599,0,0.334748762,0.157210402,0,0.027375201,0.021276596
29483,0.129249399,0.085931559,0.287614045,0.20505712,0.015391234,0.147338973,0.054012714
29485,0.105386577,0.059452479,0.26932551,0.289665483,0.0311624,0.140216441,0.025976453
29486,0.14858817,0.108521064,0.281073143,0.228518633,0.026485987,0.132887589,0.032707114
29487,0.160295395,0.140608035,0.26552795,0.083251714,0.015670911,0.031343284,0.053868756
29488,0.177718833,0.143153124,0.367513281,0.337349398,0.028915663,0.165676077,0.130923695
29492,0.046432852,0.02881925,0.196212603,0.389562406,0.027710426,0.061617195,0.024131163
29493,0.409482759,0.115384615,0.503496503,0.225,0.125,0,0.1125
29501,0.14200521,0.085712489,0.301601735,0.383324339,0.022018349,0.171987026,0.062547221
29505,0.152320329,0.09115186,0.290593729,0.292152212,0.033824894,0.14831153,0.044549861
29506,0.290736842,0.196203016,0.383730737,0.487298899,0.046147333,0.161577302,0.125599774
29510,0.315400644,0.16459276,0.318537442,0.281947262,0.062880325,0.226777939,0.106744422
29511,0.116872428,0.15885798,0.27078566,0.157298063,0.002834199,0.051282051,0.094473311
29512,0.298834863,0.19786934,0.516093512,0.371368284,0.025807499,0.204390847,0.139587729
29516,0.162259615,0.138513514,0.318600368,0.293103448,0.017241379,0.20754717,0.060344828
29518,0.205771644,0.173652695,0.32505176,0.305405405,0.016216216,0.23943662,0.024324324
29519,0.541218638,0.337209302,0.477707006,0.540540541,0,0,0.351351351
29520,0.256576252,0.171141672,0.429668185,0.333203959,0.028915195,0.170673077,0.114690472
29525,0.297660528,0.161922834,0.481084939,0.285519126,0.034153005,0.123425693,0.177595628
29526,0.156215106,0.11201803,0.405195292,0.238718307,0.020353571,0.128370713,0.047045825
29527,0.19116054,0.132292145,0.355265409,0.266333167,0.010305153,0.194931487,0.044822411
29530,0.143242203,0.213761985,0.378087397,0.295168067,0,0.142857143,0.055672269
29532,0.187272448,0.163570584,0.377558392,0.393784324,0.017473789,0.177290428,0.133924114
29536,0.290732967,0.228149285,0.36725382,0.463308144,0.053736356,0.289558134,0.131821998
29540,0.324055216,0.235534775,0.478791992,0.169295478,0.027339642,0.127804878,0.068349106
29541,0.124338064,0.138277993,0.364715581,0.188706016,0.016742338,0.077944325,0.082576617
29543,0,0.172897196,0.169230769,0.340425532,0,0.184466019,0
29544,0.13464296,0.118394649,0.316251154,0.241686942,0.010948905,0.104560623,0.045823195
29545,0.389563107,0.30270793,0.490697674,0.380398671,0.013289037,0.300242131,0
29546,0.361376673,0.22252301,0.343857241,0.321816387,0,0.145539906,0.051332675
29547,0.236764083,0.224984066,0.419302072,0.402298851,0.004597701,0.162062615,0.035632184
29550,0.19408789,0.117036047,0.359100877,0.273011462,0.01780132,0.188342585,0.093087878
29554,0.265434174,0.218972454,0.405483684,0.280655546,0.030728709,0.074879227,0.123792801
29555,0.278669535,0.101860053,0.297160883,0.289473684,0.024366472,0.202506596,0.064814815
29556,0.220479458,0.14046222,0.366436849,0.291163382,0.043017588,0.120670798,0.189658826
29560,0.200434093,0.141711834,0.328166688,0.40995867,0.028734501,0.075763016,0.124581775
29563,0.368260427,0.183023873,0.458058435,0.357142857,0.050847458,0.022172949,0.050847458
29564,0.103135314,0.214617169,0.470027248,0.149473684,0.008421053,0.081081081,0.141052632
29565,0.414285714,0.18227068,0.450391937,0.351505289,0.078112286,0.208131068,0.073637103
29566,0.104990081,0.077629988,0.325933504,0.213201821,0.005419467,0.06203519,0.025688272
29567,0.301645338,0.514672686,0.47284345,0.450549451,0.021978022,0.047244094,0.340659341
29568,0.162079135,0.073382473,0.329585538,0.161214953,0.001246106,0.215184474,0.033956386
29569,0.172222906,0.148272674,0.39276459,0.326653944,0.030057252,0.208740121,0.063772265
29570,0.23816568,0.243545279,0.541226216,0.508088235,0.042647059,0.093434343,0.130882353
29571,0.234630489,0.137204216,0.420099803,0.449845679,0.081404321,0.216134859,0.147183642
29572,0.120411031,0.045925772,0.298356122,0.226519337,0.009392265,0.038366772,0.051933702
29574,0.288291074,0.160163959,0.381147541,0.402261307,0.045226131,0.278643446,0.113819095
29575,0.106451778,0.046685223,0.356680756,0.233084489,0.003791918,0.085659656,0.04976893
29576,0.083762571,0.052401281,0.328749383,0.131772446,0.003031476,0.045426452,0.023864809
29577,0.151471707,0.08599658,0.276063036,0.403087143,0.018692197,0.156991774,0.068451218
29579,0.109102041,0.049250475,0.287486164,0.288789429,0.005647911,0.123423917,0.025735294
29580,0.153982301,0.176245211,0.297250859,0.258974359,0.017948718,0.244299674,0
29581,0.273669973,0.170990135,0.376135915,0.218181818,0.101298701,0.206128134,0.044805195
29582,0.091976815,0.054138407,0.321577947,0.180177223,0.007657805,0.046875,0.045837436
29583,0.185816165,0.169719519,0.363917526,0.302173913,0.020652174,0.146076795,0.057065217
29584,0.193103448,0.178789561,0.446113651,0.155378486,0.044820717,0.116483516,0.088645418
29585,0.082429768,0.035053111,0.322423932,0.141827885,0.006004003,0.043218482,0.01987992
29588,0.107183624,0.085430329,0.301456144,0.226008128,0.009846827,0.104350495,0.035844535
29590,0.338431373,0.190240453,0.562989556,0.155412647,0.020364416,0.031404959,0.072883173
29591,0.231286419,0.212765957,0.366857914,0.292490119,0.021456804,0.12195122,0.046866177
29592,0.251134644,0.082720588,0.521252796,0.358803987,0.006644518,0.03652968,0.11627907
29593,0.255943349,0.170712608,0.289201878,0.300932091,0.065246338,0.227848101,0.133155792
29594,0.427350427,0,0.714285714,0.628205128,0,0.192307692,0
29596,0.214444444,0.170643529,0.452266152,0.19592299,0,0.082262211,0.081540204
29601,0.164672945,0.10467128,0.328586171,0.675727582,0.013886837,0.127301214,0.124686069
29605,0.185790816,0.155282171,0.28096993,0.339843497,0.03854362,0.234538393,0.098363836
29607,0.114654035,0.066511241,0.226435283,0.528131768,0.017075505,0.187697161,0.074144965
29609,0.145225689,0.11326043,0.25277617,0.369079399,0.025627336,0.122577333,0.063153078
29611,0.236548254,0.229531824,0.346090835,0.451860465,0.039224806,0.276207155,0.061317829
29614,0,0.183673469,0.396004098,1,0,0,0
29615,0.064931732,0.043470553,0.207522177,0.474898161,0.017340086,0.111699519,0.064185842
29617,0.175042996,0.190300255,0.284297521,0.337946305,0.035704401,0.193728839,0.049266538
29620,0.148823772,0.157865665,0.299512754,0.258978452,0.029329609,0.11313068,0.079608939
29621,0.117647059,0.058179607,0.290449853,0.251420871,0.014355188,0.111640395,0.073885276
29624,0.337120687,0.277577938,0.424344245,0.501317957,0.04184514,0.20508167,0.194563427
29625,0.128190234,0.109807507,0.26791769,0.301338179,0.018420618,0.166095186,0.062200562
29626,0.234624146,0.184442322,0.37082666,0.215009781,0.039658545,0.132898696,0.057264805
29627,0.131625712,0.147488545,0.287020861,0.198716946,0.027695196,0.114629795,0.037709279
29628,0.213355049,0.206670637,0.409090909,0.426794258,0.001913876,0.183333333,0.092822967
29630,0.22217827,0.111547269,0.355347909,0.552647504,0.015431165,0.084388186,0.074281392
29631,0.371265378,0.045776567,0.435099545,0.583320294,0,0.072989691,0.081364419
29635,0.030256012,0.089536138,0.305732484,0.067264574,0,0.041791045,0
29638,0.103014417,0.123826715,0.331119545,0.207225631,0.011588275,0.073362445,0.023176551
29639,0.328252033,0.100591716,0.591503268,0.312807882,0.051724138,0.024,0.098522167
29640,0.140089419,0.16356797,0.278036353,0.268603263,0.022443295,0.104765201,0.05666534
29642,0.084372729,0.089369308,0.243773923,0.160224255,0.00767188,0.078401398,0.084390676
29643,0.110120069,0.067484663,0.342890579,0.082474227,0.043814433,0.008368201,0.009450172
29644,0.159489338,0.125353821,0.302552072,0.282235294,0.028705882,0.131308261,0.048941176
29645,0.175660377,0.18103109,0.315018315,0.187704535,0.011220196,0.095848802,0.040439458
